msp_name_corrected	itol	ref_MSP	msp_id	catalogue	size	completeness	cultured	oxygen	opp_path	MSP_class	gtdb_r220_classification	superkingdom	phylum	class	order	family	genus	species	msp
msp_1549_hs	y	gut	msp_1549	gut	575	16.79	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. bacterium	msp_1549
msp_1550_hs	y	gut	msp_1550	gut	754	43.96	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546415	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp900546415	msp_1550
msp_1551_hs	y	gut	msp_1551	gut	582	13.59	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp900763675	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae UBA738	Oscillospiraceae UBA738 sp900763675	msp_1551
msp_1552_hs	NA	gut	msp_1552	gut	579	7.19	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900317585	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900317585	msp_1552
msp_1553_hs	NA	gut	msp_1553	gut	640	12.79	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp905206915	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp905206915	msp_1553
msp_1554c_hs	NA	gut	msp_1554c	gut	602	5.6	TRUE	1	1	gut	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera georgiana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera georgiana	msp_1554c
msp_1555c_hs	y	gut	msp_1555c	gut	675	59.95	FALSE	NA	NA	rare	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAKOLN01;s__CAKOLN01 sp934101625	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 CAKOLN01	Bacilli_A RF39 UBA660 CAKOLN01 sp934101625	msp_1555c
msp_1556_hs	y	gut	msp_1556	gut	897	25.58	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	msp_1556
msp_1557_hs	y	gut	msp_1557	gut	970	43.17	FALSE	NA	NA	gut	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1502;s__UMGS1502 sp900552365	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthellaceae UMGS1502	Eggerthellaceae UMGS1502 sp900552365	msp_1557
msp_1558_hs	y	gut	msp_1558	gut	712	21.58	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hominibacterium;s__Hominibacterium hominis	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hominibacterium	Hominibacterium hominis	msp_1558
msp_1559c_hs	y	gut	msp_1559c	gut	593	20.78	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A sp001808555	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	Porphyromonas_A sp001808555	msp_1559c
msp_1560_hs	y	gut	msp_1560	gut	2269	74.34	FALSE	NA	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp910585285	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella sp910585285	msp_1560
msp_1561_hs	y	gut	msp_1561	gut	657	89.53	FALSE	0	NA	rare	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp900557645	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales UBA1242	Caccovivens	Caccovivens sp900557645	msp_1561
msp_1562_hs	y	gut	msp_1562	gut	556	15.99	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas sp900541255	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas sp900541255	msp_1562
msp_1564_hs	y	gut	msp_1564	gut	661	14.39	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__Fimadaptatus sp900553645	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Fimadaptatus	Fimadaptatus sp900553645	msp_1564
msp_1565_hs	y	gut	msp_1565	gut	699	78.34	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG11198;s__RUG11198 sp029100965	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 RUG11198	Bacilli_A RF39 UBA660 RUG11198 sp029100965	msp_1565
msp_1567_hs	y	gut	msp_1567	gut	1195	27.98	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum_B	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium disporicum_B	msp_1567
msp_1568_hs	y	gut	msp_1568	gut	2454	51.96	FALSE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546575	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900546575	msp_1568
msp_1570_hs	y	gut	msp_1570	gut	1253	61.55	TRUE	0	1	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	msp_1570
msp_1571c_hs	y	gut	msp_1571c	gut	571	29.58	TRUE	0	1	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Ezakiella;s__Ezakiella coagulans	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Ezakiella	Ezakiella coagulans	msp_1571c
msp_1572_hs	y	gut	msp_1572	gut	623	17.59	TRUE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__Vermiculatibacterium sp900543935	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vermiculatibacterium	Vermiculatibacterium sp900543935	msp_1572
msp_1573_hs	y	gut	msp_1573	gut	715	55.16	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola faecigallinarum	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Merdicola	Merdicola faecigallinarum	msp_1573
msp_1574_hs	y	gut	msp_1574	gut	554	21.58	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp. bacterium	msp_1574
msp_1575_hs	y	gut	msp_1575	gut	531	27.18	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900554975	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Porcipelethomonas	Porcipelethomonas sp900554975	msp_1575
msp_1576_hs	y	gut	msp_1576	gut	613	28.78	FALSE	NA	NA	gut	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp900542265	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp900542265	msp_1576
msp_1577_hs	y	gut	msp_1577	gut	1619	53.56	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp958428885	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha sp958428885	msp_1577
msp_1578c_hs	y	gut	msp_1578c	gut	2620	47.96	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus	msp_1578c
msp_1579c_hs	y	gut	msp_1579c	gut	550	27.98	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__RGIG3102 sp934526065	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae RGIG3102	Ruminococcaceae RGIG3102 sp934526065	msp_1579c
msp_1580c_hs	y	gut	msp_1580c	gut	550	10.39	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	Bacteria	Bacillota_B	Peptococcia	Peptococcales	Peptococcaceae	Peptococcaceae UBA7185	Peptococcaceae UBA7185 sp910585405	msp_1580c
msp_1581_hs	NA	gut	msp_1581	gut	549	16.79	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp019424865	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp019424865	msp_1581
msp_1582_hs	y	gut	msp_1582	gut	4431	71.14	FALSE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp900759925	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas sp900759925	msp_1582
msp_1583_hs	y	gut	msp_1583	gut	963	68.75	FALSE	NA	NA	rare	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp900753325	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 CAG-877	Bacilli_A RF39 UBA660 CAG-877 sp900753325	msp_1583
msp_1584_hs	y	gut	msp_1584	gut	940	35.17	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor capillosus	msp_1584
msp_1586_hs	y	gut	msp_1586	gut	560	21.58	FALSE	0	NA	rare	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp934316925	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp934316925	msp_1586
msp_1587_hs	y	gut	msp_1587	gut	1046	35.97	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__HGM11327;f__HGM11327;g__HGM11327;s__HGM11327 sp900759935	Bacteria	Bacillota_A	Clostridia	Clostridia HGM11327	Clostridia HGM11327	Clostridia HGM11327	Clostridia HGM11327 sp900759935	msp_1587
msp_1588_hs	NA	gut	msp_1588	gut	775	6.39	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900548505	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp900548505	msp_1588
msp_1589_hs	NA	gut	msp_1589	gut	607	NA	FALSE	NA	NA	gss	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1589
msp_1590c_hs	NA	gut	msp_1590c	gut	530	2.4	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania sp900120005	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania sp900120005	msp_1590c
msp_1591_hs	y	gut	msp_1591	gut	591	59.95	FALSE	0	NA	rare	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp905207515	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales UBA1242	Caccovivens	Caccovivens sp905207515	msp_1591
msp_1592_hs	y	gut	msp_1592	gut	568	29.58	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Protoclostridium;s__Protoclostridium sp900761765	Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	Protoclostridium	Protoclostridium sp900761765	msp_1592
msp_1594_hs	y	gut	msp_1594	gut	530	55.16	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__JALELF01;s__JALELF01 sp022771715	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 JALELF01	Bacilli_A RF39 UBA660 JALELF01 sp022771715	msp_1594
msp_1595_hs	y	gut	msp_1595	gut	604	34.37	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp934154445	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-269	Clostridia TANB77 CAG-508 CAG-269 sp934154445	msp_1595
msp_1596_hs	y	gut	msp_1596	gut	569	54.36	TRUE	0	NA	gut	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella catena	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena	msp_1596
msp_1597_hs	y	gut	msp_1597	gut	627	67.15	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp934085635	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 CAG-628	Bacilli_A RF39 UBA660 CAG-628 sp934085635	msp_1597
msp_1598_hs	y	gut	msp_1598	gut	903	50.36	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__HGM11416;s__HGM11416 sp900768525	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae HGM11416	Borkfalkiaceae HGM11416 sp900768525	msp_1598
msp_1599_hs	y	gut	msp_1599	gut	520	26.38	TRUE	1	NA	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus australis_B	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus australis_B	msp_1599
msp_1600_hs	y	gut	msp_1600	gut	1905	64.75	TRUE	0	NA	gss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900548415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp900548415	msp_1600
msp_1601_hs	NA	gut	msp_1601	gut	1210	19.18	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp934754925	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp934754925	msp_1601
msp_1603c_hs	y	oral	msp_1603c	gut & oral	3625	100	FALSE	0	1	oss	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella sp.	msp_1603c
msp_1604_hs	y	gut	msp_1604	gut	593	9.59	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900556835	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas sp900556835	msp_1604
msp_1605_hs	NA	gut	msp_1605	gut	493	15.19	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha stercorigallinarum	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha stercorigallinarum	msp_1605
msp_1606c_hs	y	gut	msp_1606c	gut	499	9.59	FALSE	0	NA	ND	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp. bacterium	msp_1606c
msp_1607c_hs	y	gut	msp_1607c	gut	829	17.59	FALSE	0	NA	ND	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900548775	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp900548775	msp_1607c
msp_1608c_hs	y	gut	msp_1608c	gut	499	18.39	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp900066135	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Limivivens	Limivivens sp900066135	msp_1608c
msp_1609c_hs	y	gut	msp_1609c	gut	500	28.78	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Feifaniaceae;g__Galloscillospira_B;s__Galloscillospira_B excrementipullorum	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Feifaniaceae	Galloscillospira_B	Galloscillospira_B excrementipullorum	msp_1609c
msp_1610_hs	NA	gut	msp_1610	gut	677	NA	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKTXU01;s__CAKTXU01 sp934630995	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae CAKTXU01	Acutalibacteraceae CAKTXU01 sp934630995	msp_1610
msp_1611_hs	NA	gut	msp_1611	gut	445	13.59	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp904384225	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae UBA866	Ruminococcaceae UBA866 sp904384225	msp_1611
msp_1612_hs	y	gut	msp_1612	gut	571	40.77	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp902492105	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-273	Clostridia TANB77 CAG-508 CAG-273 sp902492105	msp_1612
msp_1613_hs	y	gut	msp_1613	gut	1739	100	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp900548165	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp900548165	msp_1613
msp_1614_hs	y	gut	msp_1614	gut	502	20.78	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C sp. bacterium	msp_1614
msp_1616_hs	y	gut	msp_1616	gut	641	55.16	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp905210545	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae UBA1259	Borkfalkiaceae UBA1259 sp905210545	msp_1616
msp_1617_hs	y	gut	msp_1617	gut	1373	91.13	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp905203555	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp905203555	msp_1617
msp_1618_hs	NA	gut	msp_1618	gut	509	15.19	TRUE	0	NA	gut	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes megaguti	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes megaguti	msp_1618
msp_1621_hs	y	gut	msp_1621	gut	642	20.78	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__UMGS1783;s__UMGS1783 sp905209135	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales UMGS1783	Oscillospirales UMGS1783	Oscillospirales UMGS1783 sp905209135	msp_1621
msp_1622_hs	NA	gut	msp_1622	gut	450	12.79	TRUE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas sp900066055	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas sp900066055	msp_1622
msp_1623_hs	NA	gut	msp_1623	gut	461	NA	FALSE	NA	NA	ND	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1623
msp_1624_hs	NA	gut	msp_1624	gut	567	15.19	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900539145	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900539145	msp_1624
msp_1625_hs	y	gut	msp_1625	gut	522	46.36	FALSE	NA	NA	rare	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__UMGS75;s__UMGS75 sp934140285	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A ML615J-28	Bacilli_A ML615J-28 CAG-313	Bacilli_A ML615J-28 CAG-313 UMGS75	Bacilli_A ML615J-28 CAG-313 UMGS75 sp934140285	msp_1625
msp_1626_hs	y	gut	msp_1626	gut	1397	27.98	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900555735	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900555735	msp_1626
msp_1627_hs	y	gut	msp_1627	gut	469	26.38	FALSE	0	NA	gut	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aveggerthella;s__Aveggerthella excrementigallinarum	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Aveggerthella	Aveggerthella excrementigallinarum	msp_1627
msp_1628_hs	y	gut	msp_1628	gut	800	30.38	FALSE	0	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B stercoravium	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B stercoravium	msp_1628
msp_1629_hs	y	gut	msp_1629	gut	488	25.58	FALSE	NA	NA	gut	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1494;s__UMGS1494 sp900552305	Bacteria	Bacillota_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobaceae UMGS1494	Monoglobaceae UMGS1494 sp900552305	msp_1629
msp_1631_hs	y	gut	msp_1631	gut	679	43.96	TRUE	0	NA	rare	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter paraformigenes	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	Oxalobacter paraformigenes	msp_1631
msp_1632_hs	NA	gut	msp_1632	gut	627	4	FALSE	0	NA	rare	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp905204385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter sp905204385	msp_1632
